Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,perception,tempo,Task Version,order-enwm,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: correct_response,Spreadsheet: whitescreen,Manipulation: Spreadsheet
3,1.70713E+12,05/02/2024 11:29,1.70713E+12,0,05/02/2024 11:29,162688,9,task-h1px,,34803929,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,low,11,ABFCED,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
4,1.70713E+12,05/02/2024 11:29,1.70713E+12,0,05/02/2024 11:29,162688,9,task-h1px,,34803929,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,low,11,ABFCED,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,3975.4,3967.1,3975.4,3975.4,3967.1,3975.4,1,3975.4,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
5,1.70713E+12,05/02/2024 11:29,1.70713E+12,0,05/02/2024 11:29,162688,9,task-h1px,,34803929,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,low,11,ABFCED,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1966.5,1966.5,1966.5,1966.5,1966.5,1966.5,1,1966.5,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Present,low.mp3,whitescreen.jpg
6,1.70713E+12,05/02/2024 11:29,1.70713E+12,0,05/02/2024 11:29,162688,9,task-h1px,,34803929,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,low,11,ABFCED,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,info,audio started,5.300000048,0,5.300000048,5.300000048,0,5.300000048,0,5.300000048,0,0,,Audio Clip,Audio,2,object-12,Trial,1.jpg,Present,low.mp3,whitescreen.jpg
7,1.70713E+12,05/02/2024 11:29,1.70713E+12,0,05/02/2024 11:29,162688,9,task-h1px,,34803929,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,low,11,ABFCED,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Present,915.1,900,915.1,915.1,900,915.1,1,915.1,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Present,low.mp3,whitescreen.jpg
8,1.70713E+12,05/02/2024 11:29,1.70713E+12,0,05/02/2024 11:29,162688,9,task-h1px,,34803929,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,low,11,ABFCED,Spreadsheet1,2,Trial,Screen 1,um9bhn,1,continue,,1967.2,1967.2,1967.2,1967.2,1967.2,1967.2,1,1967.2,0,0,,Fixation Timing,Fixation,1,object-8,Trial,2.jpg,Absent,low.mp3,whitescreen.jpg
9,1.70713E+12,05/02/2024 11:29,1.70713E+12,0,05/02/2024 11:29,162688,9,task-h1px,,34803929,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,low,11,ABFCED,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,info,audio started,9.800000095,0,9.800000095,9.800000095,0,9.800000095,0,9.800000095,0,0,,Audio Clip,Audio,2,object-12,Trial,2.jpg,Absent,low.mp3,whitescreen.jpg
10,1.70713E+12,05/02/2024 11:29,1.70713E+12,0,05/02/2024 11:29,162688,9,task-h1px,,34803929,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,low,11,ABFCED,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,response,Absent,1394,1383.2,1394,1394,1383.2,1394,1,1394,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,2.jpg,Absent,low.mp3,whitescreen.jpg
11,1.70713E+12,05/02/2024 11:29,1.70713E+12,0,05/02/2024 11:29,162688,9,task-h1px,,34803929,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,low,11,ABFCED,Spreadsheet1,3,Trial,Screen 1,um9bhn,1,continue,,1966.9,1966.9,1966.9,1966.9,1966.9,1966.9,1,1966.9,0,0,,Fixation Timing,Fixation,1,object-8,Trial,3.jpg,Absent,low.mp3,whitescreen.jpg
12,1.70713E+12,05/02/2024 11:29,1.70713E+12,0,05/02/2024 11:29,162688,9,task-h1px,,34803929,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,low,low,11,ABFCED,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,info,audio started,8.700000095,0,8.700000095,8.700000095,0,8.700000095,0,8.700000095,0,0,,Audio Clip,Audio,2,object-12,Trial,3.jpg,Absent,low.mp3,whitescreen.jpg
