Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,perception,tempo,Task Version,order-enwm,Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Onset,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: correct_response,Spreadsheet: whitescreen,Manipulation: Spreadsheet
1,1.70709E+12,04/02/2024 22:50:42,1.70709E+12,0,04/02/2024 22:50:42,162688,9,task-9vfn,,34793966,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,high,10,DECFBA,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,info,audio started,7.000000012,0,7.000000012,7.000000012,0,7.000000012,0,7.000000012,0,0,,Audio Clip,Audio,2,object-12,Trial,8.jpg,Present,high.mp3,whitescreen.jpg
1,1.70709E+12,04/02/2024 22:50:44,1.70709E+12,0,04/02/2024 22:50:44,162688,9,task-9vfn,,34793966,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,high,10,DECFBA,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Present,1353.1000000059600,1349,1353.1000000059600,1353.1000000059600,1349,1353.1000000059600,1,1353.1000000059600,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Present,high.mp3,whitescreen.jpg
1,1.70709E+12,04/02/2024 22:50:47,1.70709E+12,0,04/02/2024 22:50:47,162688,9,task-9vfn,,34793966,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,high,10,DECFBA,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,3070.6000000059600,3064.3000000000000,3070.6000000059600,3070.6000000059600,3064.3000000000000,3070.6000000059600,1,3070.6000000059600,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
1,1.70709E+12,04/02/2024 22:50:47,1.70709E+12,0,04/02/2024 22:50:47,162688,9,task-9vfn,,34793966,BLIND,10284178,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1232x606,,,0,high,high,10,DECFBA,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:12:26,1.70713E+12,0,05/02/2024 11:12:26,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:12:28,1.70713E+12,0,05/02/2024 11:12:28,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:12:28,1.70713E+12,0,05/02/2024 11:12:28,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:12:29,1.70713E+12,0,05/02/2024 11:12:29,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,681,675,681,681,675,681,1,681,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
1,1.70713E+12,05/02/2024 11:12:31,1.70713E+12,0,05/02/2024 11:12:31,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:31,1.70713E+12,0,05/02/2024 11:12:31,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,info,audio started,9,0,9,9,0,9,0,9,0,0,,Audio Clip,Audio,2,object-12,Trial,1.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:32,1.70713E+12,0,05/02/2024 11:12:32,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Present,890,883,890,890,883,890,1,890,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:33,1.70713E+12,0,05/02/2024 11:12:33,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,2,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,2.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:33,1.70713E+12,0,05/02/2024 11:12:33,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,info,audio started,8,0,8,8,0,8,0,8,0,0,,Audio Clip,Audio,2,object-12,Trial,2.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:34,1.70713E+12,0,05/02/2024 11:12:34,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,response,Absent,681.0000000000020,667,681.0000000000020,681.0000000000020,667,681.0000000000020,1,681.0000000000020,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,2.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:36,1.70713E+12,0,05/02/2024 11:12:36,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,3,Trial,Screen 1,um9bhn,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-8,Trial,3.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:36,1.70713E+12,0,05/02/2024 11:12:36,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,info,audio started,10,0,10,10,0,10,0,10,0,0,,Audio Clip,Audio,2,object-12,Trial,3.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:37,1.70713E+12,0,05/02/2024 11:12:37,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,response,Present,743,734,743,743,734,743,1,743,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,3.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:39,1.70713E+12,0,05/02/2024 11:12:39,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,4,Trial,Screen 1,um9bhn,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-8,Trial,4.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:39,1.70713E+12,0,05/02/2024 11:12:39,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,info,audio started,8,0,8,8,0,8,0,8,0,0,,Audio Clip,Audio,2,object-12,Trial,4.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:39,1.70713E+12,0,05/02/2024 11:12:39,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,response,Present,590,584,590,590,584,590,1,590,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,4.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:41,1.70713E+12,0,05/02/2024 11:12:41,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,5,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,5.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:41,1.70713E+12,0,05/02/2024 11:12:41,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,info,audio started,7,0,7,7,0,7,0,7,0,0,,Audio Clip,Audio,2,object-12,Trial,5.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:42,1.70713E+12,0,05/02/2024 11:12:42,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,response,Absent,538,533,538,538,533,538,1,538,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,5.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:44,1.70713E+12,0,05/02/2024 11:12:44,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,6,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,6.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:44,1.70713E+12,0,05/02/2024 11:12:44,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,info,audio started,8,0,8,8,0,8,0,8,0,0,,Audio Clip,Audio,2,object-12,Trial,6.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:45,1.70713E+12,0,05/02/2024 11:12:45,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,6,Trial,Screen 2,gdvsqo,2,response,Absent,1564,1550,1564,1564,1550,1564,1,1564,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,6.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:47,1.70713E+12,0,05/02/2024 11:12:47,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,7,Trial,Screen 1,um9bhn,1,continue,,1966,1966,1966,1966,1966,1966,1,1966,0,0,,Fixation Timing,Fixation,1,object-8,Trial,7.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:47,1.70713E+12,0,05/02/2024 11:12:47,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,info,audio started,11,0,11,11,0,11,0,11,0,0,,Audio Clip,Audio,2,object-12,Trial,7.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:48,1.70713E+12,0,05/02/2024 11:12:48,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,7,Trial,Screen 2,gdvsqo,2,response,Present,573,567,573,573,567,573,1,573,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,7.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:50,1.70713E+12,0,05/02/2024 11:12:50,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,8,Trial,Screen 1,um9bhn,1,continue,,1967,1967,1967,1967,1967,1967,1,1967,0,0,,Fixation Timing,Fixation,1,object-8,Trial,8.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:50,1.70713E+12,0,05/02/2024 11:12:50,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,info,audio started,7,0,7,7,0,7,0,7,0,0,,Audio Clip,Audio,2,object-12,Trial,8.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:51,1.70713E+12,0,05/02/2024 11:12:51,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,8,Trial,Screen 2,gdvsqo,2,response,Absent,946,933,946,946,933,946,0,946,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,8.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:12:52,1.70713E+12,0,05/02/2024 11:12:52,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,1,End,Screen 1,jo2ygf,1,continue,,1026,1017,1026,1026,1017,1026,1,1026,0,0,,Click To Continue,Continue Button,2,object-18,End,,,,
1,1.70713E+12,05/02/2024 11:12:52,1.70713E+12,0,05/02/2024 11:12:52,162688,9,task-9vfn,,34803232,BLIND,10287086,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 16.5,1440x900,1440x820,,,0,high,high,10,FAEBDC,Spreadsheet1,,,,,,5,END,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:29:09,1.70713E+12,0,05/02/2024 11:29:09,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,,,,,,5,START SUBSYSTEM base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:29:09,1.70713E+12,0,05/02/2024 11:29:09,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,,,,,,5,SUBSYSTEM READY base.component.audioSubsystem,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:29:09,1.70713E+12,0,05/02/2024 11:29:09,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,,,,,,5,BEGIN,,,,,,,0,,,,,,,,,,,,,
1,1.70713E+12,05/02/2024 11:29:14,1.70713E+12,0,05/02/2024 11:29:14,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,1,screen 1,Screen 1,zufrd2,1,continue,,4138.099999809270,4133.4,4138.099999809270,4138.099999809270,4133.4,4138.099999809270,1,4138.099999809270,0,0,,Click To Continue,Continue Button,2,object-4,screen 1,,,,
1,1.70713E+12,05/02/2024 11:29:16,1.70713E+12,0,05/02/2024 11:29:16,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,1,Trial,Screen 1,um9bhn,1,continue,,1967.1000000000000,1967.1000000000000,1967.1000000000000,1967.1000000000000,1967.1000000000000,1967.1000000000000,1,1967.1000000000000,0,0,,Fixation Timing,Fixation,1,object-8,Trial,1.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:16,1.70713E+12,0,05/02/2024 11:29:16,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,info,audio started,4.699999952,0,4.699999952,4.699999952,0,4.699999952,0,4.699999952,0,0,,Audio Clip,Audio,2,object-12,Trial,1.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:17,1.70713E+12,0,05/02/2024 11:29:17,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,1,Trial,Screen 2,gdvsqo,2,response,Absent,1518.9999999046300,1516.5,1518.9999999046300,1518.9999999046300,1516.5,1518.9999999046300,0,1518.9999999046300,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,1.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:19,1.70713E+12,0,05/02/2024 11:29:19,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,2,Trial,Screen 1,um9bhn,1,continue,,1966.8000000000000,1966.8000000000000,1966.8000000000000,1966.8000000000000,1966.8000000000000,1966.8000000000000,1,1966.8000000000000,0,0,,Fixation Timing,Fixation,1,object-8,Trial,2.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:19,1.70713E+12,0,05/02/2024 11:29:19,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,info,audio started,4.799999809,0,4.799999809,4.799999809,0,4.799999809,0,4.799999809,0,0,,Audio Clip,Audio,2,object-12,Trial,2.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:21,1.70713E+12,0,05/02/2024 11:29:21,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,2,Trial,Screen 2,gdvsqo,2,response,Absent,1662.9999998569500,1649.9000000000000,1662.9999998569500,1662.9999998569500,1649.9000000000000,1662.9999998569500,1,1662.9999998569500,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,2.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:23,1.70713E+12,0,05/02/2024 11:29:23,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,3,Trial,Screen 1,um9bhn,1,continue,,1966.800000000000,1966.800000000000,1966.800000000000,1966.800000000000,1966.800000000000,1966.800000000000,1,1966.800000000000,0,0,,Fixation Timing,Fixation,1,object-8,Trial,3.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:23,1.70713E+12,0,05/02/2024 11:29:23,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,info,audio started,7.499999905,0,7.499999905,7.499999905,0,7.499999905,0,7.499999905,0,0,,Audio Clip,Audio,2,object-12,Trial,3.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:24,1.70713E+12,0,05/02/2024 11:29:24,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,3,Trial,Screen 2,gdvsqo,2,response,Absent,1183.0999998092600,1166.8000000000000,1183.0999998092600,1183.0999998092600,1166.8000000000000,1183.0999998092600,0,1183.0999998092600,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,3.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:26,1.70713E+12,0,05/02/2024 11:29:26,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,4,Trial,Screen 1,um9bhn,1,continue,,1966.700000000000,1966.700000000000,1966.700000000000,1966.700000000000,1966.700000000000,1966.700000000000,1,1966.700000000000,0,0,,Fixation Timing,Fixation,1,object-8,Trial,4.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:26,1.70713E+12,0,05/02/2024 11:29:26,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,info,audio started,9.4,0,9.4,9.4,0,9.4,0,9.4,0,0,,Audio Clip,Audio,2,object-12,Trial,4.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:27,1.70713E+12,0,05/02/2024 11:29:27,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,4,Trial,Screen 2,gdvsqo,2,response,Present,1343.9000000000000,1333.6000000000000,1343.9000000000000,1343.9000000000000,1333.6000000000000,1343.9000000000000,1,1343.9000000000000,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,4.jpg,Present,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:29,1.70713E+12,0,05/02/2024 11:29:29,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,5,Trial,Screen 1,um9bhn,1,continue,,1966.8000000000000,1966.8000000000000,1966.8000000000000,1966.8000000000000,1966.8000000000000,1966.8000000000000,1,1966.8000000000000,0,0,,Fixation Timing,Fixation,1,object-8,Trial,5.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:29,1.70713E+12,0,05/02/2024 11:29:29,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,info,audio started,9.5,0,9.5,9.5,0,9.5,0,9.5,0,0,,Audio Clip,Audio,2,object-12,Trial,5.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:31,1.70713E+12,0,05/02/2024 11:29:31,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,5,Trial,Screen 2,gdvsqo,2,response,Absent,1868.0999999046300,1866.4000000000000,1868.0999999046300,1868.0999999046300,1866.4000000000000,1868.0999999046300,1,1868.0999999046300,0,0,,Keyboard Response,Keyboard Response,1,object-11,Trial,5.jpg,Absent,high.mp3,whitescreen.jpg
1,1.70713E+12,05/02/2024 11:29:33,1.70713E+12,0,05/02/2024 11:29:33,162688,9,task-9vfn,,34803910,BLIND,10287363,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 121.0.0.0,1280x720,1272x606,,,0,high,high,10,ABFCED,Spreadsheet1,6,Trial,Screen 1,um9bhn,1,continue,,1967.1000000000000,1967.1000000000000,1967.1000000000000,1967.1000000000000,1967.1000000000000,1967.1000000000000,1,1967.1000000000000,0,0,,Fixation Timing,Fixation,1,object-8,Trial,6.jpg,Absent,high.mp3,whitescreen.jpg
